since release of Allies,,,"games with strong players (mu>1.8 for one, or mu>1.3 for both)",,,,,,,,,,,,,,,,,,,,,,,,,all players,,,,,,,,,,,,,,,,,,,,,,,,,card classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,kingdom card,expansion,games,banned,Province ending,3-pile ending,resignation,turns,w/o resignation,Province ending,3-pile ending,resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,games,banned,Province ending,3-pile ending,resignation,turns,Province ending,3-pile ending,resignation,w/o resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,cost,Thunderdominion 2023,landscape,Event,Landmark,Project,Way,Ally,Trait,village,draw,terminal draw,draw-to-x,nonterminal draw,trashing,thinning,trashing multiple cards,trashing curses,trashing treasures,trashing victory cards,trashing actions,trash for benefit,additional gains,+buy,alt VP,VP tokens,attack,handsize attack,junking attack,trashing attack,colonies,shelters,potion,duration,night,villagers,coffers,on buy/gain/trash effect,cantrip,throne rooms,cost reduction,disappearing money,sifter,exiler,horses,loot
Sea Hag,Sea Hag,deprecated,557,16%,24%,29%,46%,16.3,18.4,18.7,18.2,13.8,23,31,14,20,118,12,0%,0.4,40%,0.4,40%,0.5,40%,0.82,59%,"23,988",5%,41%,23%,36%,19.3,21.3,21.1,21.6,15.8,28,35,18,23,115,13,0%,0.6,50%,0.6,50%,0.6,50%,0.94,57%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sea Witch,Sea Witch,Seaside,"4,258",2%,21%,27%,51%,14.4,16.4,17.5,15.5,12.5,20,28,11,18,111,11,3%,1.7,79%,1.8,80%,1.7,78%,0.88,60%,"163,783",0%,43%,19%,38%,17.2,19.0,19.2,18.7,14.2,29,36,17,23,111,12,1%,1.4,77%,1.4,78%,1.4,77%,0.91,57%,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Seaway,Seaway,Adventures,"2,453",0%,22%,33%,45%,13.5,14.6,15.7,13.9,12.0,21,29,13,18,115,11,0%,0.0,0%,0.0,0%,0.0,0%,1.02,58%,"67,710",0%,44%,21%,35%,16.4,17.9,18.2,17.3,13.8,30,37,20,25,117,12,0%,0.0,0%,0.0,0%,0.0,0%,0.97,57%,5,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret Cave,Secret Cave,Nocturne,"4,236",5%,31%,18%,52%,12.4,14.2,14.6,13.5,10.8,24,35,16,23,112,12,3%,1.2,75%,1.3,75%,1.2,74%,1.04,59%,"121,312",0%,51%,12%,38%,15.5,17.2,17.2,17.2,12.7,32,40,21,27,111,12,2%,1.1,65%,1.1,66%,1.1,65%,1.04,56%,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5,0,0,0
Magic Lamp,Secret Cave,Nocturne,"4,236",5%,31%,18%,52%,12.4,14.2,14.6,13.5,10.8,24,35,16,23,112,12,0%,0.2,21%,0.2,18%,0.2,24%,1.04,59%,"121,312",0%,51%,12%,38%,15.5,17.2,17.2,17.2,12.7,32,40,21,27,111,12,0%,0.4,37%,0.4,35%,0.4,39%,1.04,56%,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret Passage,Secret Passage,Intrigue,"4,745",0%,32%,22%,46%,13.8,15.1,15.7,14.3,12.3,25,34,16,23,119,12,5%,1.0,45%,1.0,45%,1.0,44%,0.91,59%,"167,562",0%,53%,14%,33%,16.7,18.1,18.1,18.1,14.0,32,39,22,27,114,12,3%,0.9,41%,0.9,41%,0.9,40%,0.89,56%,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0
Seer,Seer,Renaissance,"4,582",0%,30%,24%,46%,13.4,14.5,15.1,13.7,12.1,25,33,16,21,118,12,23%,2.6,79%,2.7,80%,2.5,78%,1.01,59%,"181,944",0%,54%,12%,33%,16.4,17.7,17.7,17.6,13.8,32,38,21,26,111,12,8%,1.7,63%,1.7,64%,1.6,62%,0.92,56%,5,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seize the Day,Seize the Day,Menagerie,"2,403",1%,28%,26%,46%,13.4,14.6,15.4,13.8,12.0,23,30,14,19,116,12,0%,0.0,0%,0.0,0%,0.0,0%,0.96,58%,"62,964",0%,48%,16%,36%,16.3,17.7,17.8,17.5,13.7,31,38,20,26,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.99,56%,4,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentinel,Sentinel,Allies,"5,169",2%,34%,21%,45%,13.2,14.5,15.1,13.5,11.7,26,34,16,22,116,12,0%,0.6,54%,0.6,52%,0.6,55%,0.95,58%,"196,302",0%,55%,12%,33%,16.2,17.5,17.5,17.6,13.6,32,38,21,26,111,12,0%,0.6,53%,0.6,53%,0.6,53%,0.92,56%,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentry,Sentry,Base,"4,484",3%,33%,19%,48%,13.2,14.4,15.0,13.3,11.8,25,34,16,22,123,12,3%,1.4,75%,1.4,75%,1.4,74%,0.96,60%,"1,128,218",0%,56%,12%,33%,16.4,17.6,17.5,18.3,13.9,29,35,19,23,115,11,4%,2.0,82%,2.0,82%,1.9,81%,0.82,56%,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Settlers/Bustling Village,Settlers/Bustling Village,Empires,"4,385",0%,28%,26%,46%,13.8,15.1,15.7,14.4,12.4,24,32,16,22,123,12,21%,2.3,73%,2.4,73%,2.3,73%,0.97,59%,"122,130",0%,48%,17%,35%,16.4,17.8,17.9,17.4,13.9,32,38,21,26,120,13,19%,2.4,75%,2.5,75%,2.3,74%,0.92,57%,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Settlers,Settlers/Bustling Village,Empires,"4,385",0%,28%,26%,46%,13.8,15.1,15.7,14.4,12.4,24,32,16,22,123,12,0%,1.6,71%,1.6,71%,1.6,71%,0.97,59%,"122,130",0%,48%,17%,35%,16.4,17.8,17.9,17.4,13.9,32,38,21,26,120,13,0%,1.7,72%,1.7,73%,1.7,72%,0.92,57%,2,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bustling Village,Settlers/Bustling Village,Empires,"4,385",0%,28%,26%,46%,13.8,15.1,15.7,14.4,12.4,24,32,16,22,123,12,0%,0.7,34%,0.7,34%,0.7,34%,0.97,59%,"122,130",0%,48%,17%,35%,16.4,17.8,17.9,17.4,13.9,32,38,21,26,120,13,0%,0.7,33%,0.7,34%,0.7,33%,0.92,57%,5,16,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sewers,Sewers,Renaissance,"2,419",0%,29%,25%,46%,13.5,14.7,15.3,14.1,11.9,23,31,15,20,115,12,0%,0.0,0%,0.0,0%,0.0,0%,1.00,58%,"66,612",0%,49%,15%,36%,16.3,17.8,17.9,17.6,13.7,31,38,20,26,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.99,56%,3,11,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shanty Town,Shanty Town,Intrigue,"4,503",0%,27%,25%,47%,13.9,15.2,15.7,14.6,12.5,24,33,15,21,121,12,13%,1.8,71%,1.8,71%,1.8,71%,0.93,60%,"183,318",0%,50%,16%,34%,16.9,18.3,18.2,18.3,14.2,31,38,21,26,115,12,14%,2.1,77%,2.1,77%,2.0,77%,0.84,56%,3,3,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheepdog,Sheepdog,Menagerie,"4,622",0%,27%,26%,47%,13.6,15.0,15.7,14.2,12.2,23,31,15,21,114,11,21%,2.0,59%,2.0,59%,1.9,59%,0.94,59%,"154,908",0%,50%,15%,34%,16.6,18.0,18.1,17.9,13.9,32,38,21,27,112,12,7%,1.2,46%,1.2,46%,1.2,46%,0.89,56%,3,12,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelters,Shelters,Dark Ages,"14,690",0%,29%,24%,47%,13.3,14.7,15.4,13.8,11.9,24,32,15,21,118,12,0%,1.0,65%,1.0,64%,1.0,66%,1.00,59%,"436,690",0%,49%,16%,35%,16.2,17.7,17.7,17.7,13.6,31,37,20,25,117,12,0%,1.2,73%,1.2,73%,1.2,74%,0.95,56%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hovel,Shelters,Dark Ages,"14,690",0%,29%,24%,47%,13.3,14.7,15.4,13.8,11.9,24,32,15,21,118,12,0%,0.2,16%,0.1,15%,0.2,17%,1.00,59%,"436,690",0%,49%,16%,35%,16.2,17.7,17.7,17.7,13.6,31,37,20,25,117,12,0%,0.2,16%,0.2,16%,0.2,17%,0.95,56%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Necropolis,Shelters,Dark Ages,"14,690",0%,29%,24%,47%,13.3,14.7,15.4,13.8,11.9,24,32,15,21,118,12,0%,0.6,60%,0.6,59%,0.6,61%,1.00,59%,"436,690",0%,49%,16%,35%,16.2,17.7,17.7,17.7,13.6,31,37,20,25,117,12,0%,0.7,68%,0.7,68%,0.7,69%,0.95,56%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overgrown Estate,Shelters,Dark Ages,"14,690",0%,29%,24%,47%,13.3,14.7,15.4,13.8,11.9,24,32,15,21,118,12,0%,0.3,29%,0.3,28%,0.3,30%,1.00,59%,"436,690",0%,49%,16%,35%,16.2,17.7,17.7,17.7,13.6,31,37,20,25,117,12,0%,0.3,35%,0.3,34%,0.4,35%,0.95,56%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shepherd,Shepherd,Nocturne,"4,223",5%,23%,24%,52%,13.7,15.2,15.7,14.7,12.3,30,40,21,28,117,12,12%,2.2,79%,2.2,80%,2.1,78%,0.92,57%,"120,321",0%,45%,17%,38%,16.4,18.0,18.0,18.1,13.9,37,44,25,31,114,12,9%,2.0,77%,2.0,77%,1.9,76%,0.86,56%,4,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pasture,Shepherd,Nocturne,"4,223",5%,23%,24%,52%,13.7,15.2,15.7,14.7,12.3,30,40,21,28,117,12,0%,0.9,92%,0.9,92%,0.9,92%,0.92,57%,"120,321",0%,45%,17%,38%,16.4,18.0,18.0,18.1,13.9,37,44,25,31,114,12,0%,0.9,89%,0.9,89%,0.9,90%,0.86,56%,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silk Merchant,Silk Merchant,Renaissance,"4,557",0%,23%,36%,41%,12.3,13.1,14.3,12.3,11.2,22,28,13,17,112,12,53%,3.0,91%,3.1,92%,2.9,90%,1.10,59%,"154,368",0%,49%,19%,33%,15.5,16.6,16.9,15.8,13.1,31,37,20,25,112,12,26%,2.4,83%,2.4,84%,2.3,83%,1.04,56%,4,19,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Silk Road,Silk Road,deprecated,"1,103",0%,32%,27%,41%,14.5,15.7,16.0,15.4,12.8,28,36,18,24,116,12,11%,0.8,27%,0.8,27%,0.8,27%,0.98,57%,"38,660",0%,49%,20%,31%,17.4,18.8,18.5,19.5,14.2,35,42,24,30,111,13,14%,1.0,36%,1.0,36%,1.0,37%,0.85,56%,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silos,Silos,Renaissance,"2,446",0%,30%,23%,47%,13.5,14.9,15.4,14.2,12.0,24,33,15,21,123,12,0%,0.0,0%,0.0,0%,0.0,0%,0.96,59%,"66,664",0%,49%,14%,37%,16.2,17.7,17.7,17.6,13.5,31,38,20,26,119,13,0%,0.0,0%,0.0,0%,0.0,0%,0.95,56%,4,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Silver,Silver,always,"183,556",0%,29%,25%,47%,13.7,15.0,15.7,14.3,12.3,25,33,16,22,117,12,0%,1.5,59%,1.5,59%,1.5,59%,0.97,59%,"8,578,190",0%,50%,17%,33%,16.9,18.3,18.2,18.5,14.1,31,37,21,26,111,11,0%,2.0,73%,2.0,73%,1.9,73%,0.88,56%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinister Plot,Sinister Plot,Renaissance,"2,361",3%,31%,23%,46%,13.4,14.5,15.1,13.6,12.2,25,33,16,21,121,12,0%,0.0,0%,0.0,0%,0.0,0%,1.05,60%,"66,674",0%,53%,13%,34%,15.7,16.9,17.0,16.8,13.4,32,38,21,26,118,12,0%,0.0,0%,0.0,0%,0.0,0%,0.93,57%,4,8,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skirmisher,Skirmisher,Allies,"5,174",0%,26%,24%,50%,14.5,16.2,16.9,15.5,12.7,23,32,14,21,121,12,22%,2.3,68%,2.4,70%,2.2,66%,0.96,60%,"167,194",0%,49%,16%,35%,17.3,18.9,19.0,18.8,14.3,31,38,20,26,117,12,25%,2.6,74%,2.7,75%,2.5,73%,0.91,56%,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Skulk,Skulk,Nocturne,"4,439",1%,32%,22%,46%,14.6,16.0,16.4,15.5,12.8,25,34,16,23,117,12,5%,1.1,64%,1.1,65%,1.1,63%,0.91,58%,"120,089",0%,50%,15%,34%,17.5,19.0,19.0,19.2,14.4,32,39,21,27,114,12,4%,1.4,76%,1.4,76%,1.4,75%,0.93,56%,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sleigh,Sleigh,Menagerie,"4,581",0%,29%,22%,48%,13.8,15.2,15.8,14.2,12.4,25,34,16,23,123,12,6%,1.2,58%,1.2,59%,1.2,58%,0.94,58%,"123,664",0%,49%,15%,36%,16.6,18.0,18.1,17.9,14.0,32,39,21,27,120,13,3%,1.1,57%,1.1,57%,1.1,57%,0.93,56%,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Smithy,Smithy,Base,"4,721",0%,32%,22%,46%,13.7,14.9,15.5,14.1,12.2,25,34,16,23,113,11,6%,1.2,50%,1.2,51%,1.2,50%,0.90,60%,"1,122,906",0%,52%,18%,30%,17.3,18.5,18.2,19.6,14.5,30,35,20,24,104,10,2%,1.0,49%,1.0,49%,0.9,49%,0.75,56%,4,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smugglers,Smugglers,Seaside,"4,176",11%,29%,28%,43%,14.1,15.3,16.2,14.4,12.5,25,32,16,22,113,12,2%,0.9,57%,0.9,57%,0.9,58%,0.90,59%,"166,079",2%,48%,20%,32%,17.0,18.3,18.4,18.1,14.2,32,38,22,27,111,12,1%,0.9,62%,0.9,61%,0.9,62%,0.86,56%,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowy Village,Snowy Village,Menagerie,"4,512",1%,29%,25%,47%,13.7,15.1,15.7,14.6,12.1,25,34,16,22,120,12,2%,1.1,71%,1.1,72%,1.1,70%,0.96,60%,"154,515",0%,49%,17%,35%,16.7,18.1,18.1,18.1,14.0,32,39,21,27,117,12,2%,1.2,65%,1.2,65%,1.2,65%,0.94,56%,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Soothsayer,Soothsayer,Guilds,"4,537",3%,32%,23%,45%,14.5,15.9,16.5,15.1,12.7,26,34,16,22,110,11,0%,0.6,51%,0.6,50%,0.6,51%,0.90,59%,"179,863",1%,55%,16%,28%,17.6,18.8,18.8,18.7,14.4,32,36,20,25,102,11,0%,1.0,76%,1.0,76%,0.9,76%,0.81,57%,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Souk,Souk,Hinterlands,"3,639",0%,32%,24%,43%,13.0,14.0,14.5,13.4,11.6,25,33,15,21,110,11,12%,1.9,71%,2.0,71%,1.9,71%,1.03,58%,"115,018",0%,52%,15%,33%,16.1,17.4,17.5,17.2,13.5,32,39,21,26,112,12,3%,1.2,57%,1.2,58%,1.2,57%,0.98,56%,5,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Specialist,Specialist,Allies,"5,110",0%,20%,29%,51%,13.3,14.7,15.6,14.0,12.0,20,29,13,18,118,12,22%,2.5,80%,2.6,81%,2.5,79%,1.05,58%,"181,625",0%,49%,16%,35%,16.7,18.2,18.3,17.9,14.0,31,38,21,26,116,12,5%,1.5,69%,1.5,70%,1.5,69%,0.92,56%,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spice Merchant,Spice Merchant,Hinterlands,"4,552",0%,31%,21%,49%,13.3,14.6,15.2,13.8,11.9,24,34,16,22,122,12,0%,0.8,64%,0.8,64%,0.8,64%,1.06,61%,"168,765",0%,52%,12%,35%,16.4,17.9,17.8,18.0,13.8,32,39,21,27,117,12,0%,0.8,62%,0.8,62%,0.8,62%,0.97,56%,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spices,Spices,Renaissance,"4,756",0%,34%,26%,40%,13.7,14.7,15.3,14.0,12.0,26,33,17,22,110,11,15%,2.1,76%,2.1,77%,2.0,75%,0.96,59%,"154,685",0%,54%,16%,30%,16.3,17.5,17.5,17.4,13.7,33,39,22,27,108,11,6%,1.7,72%,1.7,73%,1.6,71%,0.92,56%,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Spoils,Spoils,Dark Ages,"13,188",0%,30%,24%,46%,14.2,15.5,16.0,14.9,12.5,25,33,16,22,117,12,0%,0.6,28%,0.6,28%,0.6,27%,0.96,60%,"353,449",0%,48%,17%,34%,17.1,18.5,18.5,18.6,14.2,32,38,21,26,116,12,0%,0.9,40%,0.9,41%,0.9,40%,0.94,56%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squire,Squire,Dark Ages,"4,632",0%,23%,31%,46%,13.5,14.7,15.8,13.9,12.0,22,30,14,19,121,12,26%,2.3,78%,2.3,78%,2.2,77%,1.00,59%,"160,950",0%,47%,20%,33%,16.6,18.0,18.2,17.6,13.9,31,37,21,26,118,12,17%,2.1,76%,2.1,76%,2.0,76%,0.93,56%,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Stables,Stables,Hinterlands,"4,718",0%,29%,22%,49%,13.4,14.7,15.3,14.0,12.0,24,33,16,22,122,12,22%,2.4,73%,2.4,74%,2.3,72%,0.97,59%,"183,262",0%,54%,12%,34%,16.5,17.9,17.8,18.0,13.9,32,38,21,27,114,12,6%,1.4,61%,1.5,62%,1.4,61%,0.89,56%,5,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0
Stampede,Stampede,Menagerie,"2,365",0%,29%,23%,48%,13.5,14.9,15.5,14.2,11.9,24,33,16,22,116,12,0%,0.0,0%,0.0,0%,0.0,0%,0.95,57%,"65,815",0%,49%,15%,35%,16.5,17.9,18.0,17.6,13.8,32,38,21,26,116,12,0%,0.0,0%,0.0,0%,0.0,0%,0.93,56%,5,8,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Chart,Star Chart,Renaissance,"2,400",0%,30%,22%,48%,13.6,15.0,15.5,14.4,12.0,24,32,15,21,123,13,0%,0.0,0%,0.0,0%,0.0,0%,1.05,60%,"65,711",0%,48%,15%,37%,16.4,17.9,18.0,17.7,13.7,31,38,20,26,119,13,0%,0.0,0%,0.0,0%,0.0,0%,0.99,56%,3,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steward,Steward,Intrigue,"4,778",0%,32%,22%,47%,13.4,14.6,15.3,13.7,12.0,24,33,16,22,118,12,6%,1.4,73%,1.4,73%,1.4,73%,0.96,59%,"170,183",0%,54%,12%,33%,16.4,17.7,17.7,17.5,13.8,32,38,21,26,114,12,3%,1.2,69%,1.2,69%,1.1,69%,0.96,56%,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockpile,Stockpile,Menagerie,"4,416",3%,25%,40%,35%,13.3,14.1,15.3,13.3,11.8,23,28,15,18,109,11,75%,4.3,96%,4.5,96%,4.2,96%,0.95,59%,"153,970",0%,45%,27%,28%,16.0,17.0,17.5,16.2,13.3,30,35,20,24,110,11,65%,4.1,93%,4.2,93%,4.0,93%,0.95,56%,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stonemason,Stonemason,Guilds,"4,591",0%,19%,39%,42%,13.0,14.1,15.9,13.3,11.4,20,26,13,17,108,11,23%,1.8,68%,1.9,68%,1.7,67%,1.09,59%,"120,649",0%,43%,22%,35%,16.3,17.8,18.2,16.9,13.6,30,37,20,25,114,12,6%,0.9,46%,1.0,46%,0.9,46%,0.98,56%,2,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storeroom,Storeroom,Dark Ages,"4,649",0%,29%,23%,48%,13.9,15.2,15.8,14.4,12.4,25,33,16,22,117,12,1%,0.7,43%,0.7,44%,0.7,43%,1.03,59%,"182,219",0%,52%,14%,34%,16.9,18.3,18.3,18.4,14.0,32,38,21,26,112,12,0%,0.6,38%,0.6,38%,0.5,37%,0.92,56%,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Storyteller,Storyteller,Adventures,"4,458",0%,29%,22%,49%,13.6,14.8,15.4,14.0,12.4,24,33,15,21,125,13,6%,1.5,59%,1.5,60%,1.4,58%,0.99,60%,"116,532",0%,48%,14%,37%,16.3,17.8,17.8,17.7,13.8,32,39,21,26,117,12,1%,0.7,35%,0.7,35%,0.7,34%,0.98,56%,5,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Summon,Summon,Promo,"2,338",2%,28%,26%,46%,13.4,14.8,15.6,13.8,11.9,23,32,15,20,117,12,0%,0.0,0%,0.0,0%,0.0,0%,1.10,60%,"70,882",0%,48%,16%,35%,16.5,17.9,18.0,17.7,13.8,31,38,21,26,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.97,56%,5,4,1,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
