since release of Allies,,,"games with strong players (mu>1.8 for one, or mu>1.3 for both)",,,,,,,,,,,,,,,,,,,,,,,,,all players,,,,,,,,,,,,,,,,,,,,,,,,,card classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,kingdom card,expansion,games,banned,Province ending,3-pile ending,resignation,turns,w/o resignation,Province ending,3-pile ending,resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,games,banned,Province ending,3-pile ending,resignation,turns,Province ending,3-pile ending,resignation,w/o resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,cost,Thunderdominion 2023,landscape,Event,Landmark,Project,Way,Ally,Trait,village,draw,terminal draw,draw-to-x,nonterminal draw,trashing,thinning,trashing multiple cards,trashing curses,trashing treasures,trashing victory cards,trashing actions,trash for benefit,additional gains,+buy,alt VP,VP tokens,attack,handsize attack,junking attack,trashing attack,colonies,shelters,potion,duration,night,villagers,coffers,on buy/gain/trash effect,cantrip,throne rooms,cost reduction,disappearing money,sifter,exiler,horses,loot
Broker,Broker,Allies,"5,214",0%,30%,22%,47%,13.3,14.6,15.2,13.8,11.9,23,32,14,20,121,13,6%,1.2,65%,1.2,65%,1.1,64%,1.02,60%,"149,923",0%,52%,13%,35%,16.3,17.7,17.8,17.5,13.7,31,38,20,26,117,13,2%,0.9,58%,0.9,58%,0.9,58%,0.98,56%,4,9,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bureaucrat,Bureaucrat,Base,"4,668",1%,32%,24%,45%,14.3,15.7,16.3,14.9,12.6,26,34,18,24,115,11,0%,0.1,8%,0.1,8%,0.1,8%,0.95,59%,"1,116,621",2%,52%,19%,29%,17.7,18.9,18.5,20.0,14.6,30,35,20,24,104,10,0%,0.2,16%,0.2,16%,0.2,16%,0.75,56%,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butcher,Butcher,Guilds,"4,562",0%,37%,21%,43%,13.2,14.3,14.6,13.6,11.8,24,31,15,20,110,11,2%,1.2,76%,1.2,76%,1.2,75%,1.06,59%,"153,284",0%,54%,14%,32%,16.4,17.6,17.7,17.6,13.7,32,38,21,26,110,12,0%,0.8,52%,0.8,53%,0.7,52%,1.01,56%,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cache,Cache,deprecated,"1,020",0%,36%,19%,45%,14.4,15.8,16.3,14.8,12.6,26,35,17,24,117,12,0%,0.1,8%,0.1,6%,0.1,9%,0.97,59%,"36,271",0%,53%,15%,33%,17.0,18.4,18.4,18.7,14.1,33,39,22,28,110,12,0%,0.2,12%,0.2,12%,0.2,11%,0.89,55%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Camel Train,Camel Train,Menagerie,"4,641",0%,29%,27%,44%,13.8,15.2,16.0,14.3,12.2,25,32,16,21,112,11,1%,0.6,47%,0.6,47%,0.6,47%,0.89,59%,"154,411",0%,51%,16%,33%,16.6,18.0,18.1,17.7,13.7,32,38,21,26,110,12,1%,0.7,51%,0.7,51%,0.7,51%,0.88,56%,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Canal,Canal,Renaissance,"2,409",1%,29%,25%,46%,13.8,14.9,15.6,14.2,12.4,25,33,15,21,113,11,0%,0.0,0%,0.0,0%,0.0,0%,1.03,60%,"66,431",0%,51%,15%,34%,16.2,17.5,17.6,17.2,13.7,32,38,21,26,109,12,0%,0.0,0%,0.0,0%,0.0,0%,0.91,56%,7,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Candlestick Maker,Candlestick Maker,Guilds,"4,648",0%,30%,27%,43%,14.0,15.2,16.0,14.4,12.4,25,32,16,21,118,12,9%,1.4,65%,1.4,65%,1.4,64%,0.95,59%,"155,170",0%,50%,18%,32%,16.7,18.0,18.1,17.6,14.0,32,38,21,26,117,12,11%,1.9,73%,1.9,74%,1.8,73%,0.95,56%,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Capital,Capital,Empires,"4,534",0%,33%,24%,44%,13.9,15.2,15.8,14.5,12.3,25,34,16,21,116,12,1%,0.7,42%,0.7,43%,0.7,42%,1.00,60%,"117,676",0%,51%,15%,34%,16.6,18.0,18.1,17.6,13.8,32,39,21,27,115,12,0%,0.5,36%,0.5,37%,0.5,36%,0.92,56%,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capital City,Capital City,Allies,"5,154",0%,26%,24%,51%,13.2,14.4,14.8,13.9,12.0,23,32,14,20,129,13,18%,2.3,77%,2.4,78%,2.2,76%,1.10,60%,"182,715",0%,50%,13%,36%,16.3,17.7,17.8,17.4,13.8,31,38,20,26,121,13,9%,1.8,71%,1.9,72%,1.8,70%,1.00,56%,5,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Capitalism,Capitalism,Renaissance,"2,323",1%,30%,25%,45%,13.9,15.1,15.7,14.4,12.5,24,32,15,21,117,12,0%,0.0,0%,0.0,0%,0.0,0%,0.92,59%,"63,430",0%,47%,17%,36%,16.5,18.0,18.1,17.8,14.0,31,38,20,26,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.94,56%,5,4,1,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain,Captain,Promo,"4,414",1%,28%,23%,50%,13.1,14.3,15.0,13.6,11.8,24,33,15,21,120,13,17%,2.2,75%,2.3,76%,2.1,73%,0.99,59%,"120,349",0%,49%,13%,38%,15.9,17.4,17.4,17.3,13.4,31,39,20,26,118,13,5%,1.4,63%,1.4,63%,1.4,62%,1.01,57%,6,5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Caravan,Caravan,Seaside,"4,570",0%,31%,25%,44%,13.8,14.9,15.7,14.0,12.3,25,33,16,22,117,12,28%,2.5,72%,2.6,73%,2.4,71%,0.92,60%,"170,757",0%,54%,15%,31%,16.4,17.5,17.5,17.2,13.8,32,38,22,26,111,12,29%,2.8,82%,2.9,82%,2.7,81%,0.90,57%,4,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Caravan Guard,Caravan Guard,Adventures,"4,608",0%,31%,25%,44%,14.0,15.2,15.8,14.4,12.5,25,33,17,22,116,12,14%,1.7,56%,1.7,56%,1.6,56%,0.89,60%,"154,553",0%,52%,16%,32%,16.5,17.8,17.8,17.6,13.9,32,38,22,27,112,12,18%,2.2,70%,2.2,70%,2.1,69%,0.89,56%,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Cardinal,Cardinal,Menagerie,"4,380",7%,28%,24%,48%,14.5,16.0,16.7,15.2,12.8,24,33,16,22,117,12,4%,0.9,45%,0.9,45%,0.9,45%,0.97,59%,"147,593",3%,50%,15%,35%,17.6,19.2,19.1,19.3,14.6,32,39,22,27,113,12,3%,1.3,67%,1.3,67%,1.3,67%,0.87,56%,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cargo Ship,Cargo Ship,Renaissance,"4,617",0%,32%,22%,46%,14.0,15.3,15.8,14.7,12.4,26,34,17,23,118,12,1%,0.9,54%,0.9,53%,0.9,54%,0.99,58%,"155,182",0%,52%,14%,34%,16.6,18.0,18.0,18.0,13.8,32,39,22,27,112,12,0%,0.6,40%,0.6,40%,0.6,40%,0.93,56%,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carpenter,Carpenter,Allies,"5,079",0%,28%,27%,45%,13.6,14.8,15.5,14.1,12.1,23,31,15,20,113,12,5%,1.2,69%,1.2,69%,1.2,69%,0.98,58%,"182,396",0%,47%,20%,33%,16.8,18.2,18.3,17.9,13.9,31,37,21,26,114,12,4%,1.1,65%,1.1,65%,1.1,65%,0.92,56%,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartographer,Cartographer,Hinterlands,"4,591",0%,30%,24%,46%,14.0,15.2,15.9,14.4,12.5,25,33,16,22,118,12,2%,0.6,30%,0.6,30%,0.6,29%,0.93,59%,"181,757",0%,54%,13%,33%,16.8,18.2,18.2,18.2,14.1,32,38,22,27,114,12,2%,0.9,42%,0.9,43%,0.8,41%,0.89,56%,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Castles,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,34%,1.8,61%,1.8,62%,1.7,61%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,53%,2.4,77%,2.5,77%,2.3,76%,0.94,56%,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humble Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.4,36%,0.4,38%,0.3,35%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.4,40%,0.4,43%,0.4,38%,0.94,56%,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crumbling Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,21%,0.2,22%,0.2,21%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.3,28%,0.3,28%,0.3,27%,0.94,56%,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Small Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,17%,0.2,18%,0.2,16%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.2,17%,0.2,18%,0.2,17%,0.94,56%,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haunted Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,23%,0.2,23%,0.2,22%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.3,33%,0.3,35%,0.3,32%,0.94,56%,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Opulent Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,24%,0.2,25%,0.2,23%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.3,34%,0.4,36%,0.3,33%,0.94,56%,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprawling Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,21%,0.2,21%,0.2,21%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.3,32%,0.3,33%,0.3,31%,0.94,56%,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,19%,0.2,20%,0.2,18%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.3,29%,0.3,30%,0.3,28%,0.94,56%,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King's Castle,Castles,Empires,"4,429",2%,22%,33%,45%,14.9,16.5,17.4,15.9,12.9,30,40,20,27,118,12,0%,0.2,17%,0.2,17%,0.2,16%,0.93,57%,"120,301",1%,37%,28%,35%,18.5,20.4,20.7,19.9,15.0,40,48,28,35,117,13,0%,0.3,26%,0.3,27%,0.2,25%,0.94,56%,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catacombs,Catacombs,Dark Ages,"4,654",0%,29%,23%,48%,13.6,15.0,15.6,14.1,12.1,24,33,15,22,116,12,6%,1.0,43%,1.0,43%,1.0,42%,1.03,61%,"159,405",0%,52%,14%,34%,16.5,17.9,17.9,17.9,13.8,32,39,21,27,112,12,2%,0.6,31%,0.6,32%,0.6,31%,0.92,56%,5,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Catapult/Rocks,Catapult/Rocks,Empires,"3,977",12%,24%,22%,53%,15.0,17.0,17.9,16.0,13.2,21,31,13,20,122,12,2%,1.0,72%,1.0,72%,1.0,71%,1.03,59%,"119,777",1%,44%,16%,40%,17.6,19.5,19.5,19.4,14.7,29,38,19,25,121,13,3%,1.1,70%,1.1,70%,1.1,71%,0.98,56%,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catapult,Catapult/Rocks,Empires,"3,977",12%,24%,22%,53%,15.0,17.0,17.9,16.0,13.2,21,31,13,20,122,12,0%,0.9,71%,0.9,72%,0.9,71%,1.03,59%,"119,777",1%,44%,16%,40%,17.6,19.5,19.5,19.4,14.7,29,38,19,25,121,13,0%,1.0,70%,1.0,70%,1.0,70%,0.98,56%,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocks,Catapult/Rocks,Empires,"3,977",12%,24%,22%,53%,15.0,17.0,17.9,16.0,13.2,21,31,13,20,122,12,0%,0.0,2%,0.0,2%,0.0,2%,1.03,59%,"119,777",1%,44%,16%,40%,17.6,19.5,19.5,19.4,14.7,29,38,19,25,121,13,0%,0.1,4%,0.1,4%,0.1,4%,0.98,56%,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathedral,Cathedral,Renaissance,"2,361",3%,31%,24%,44%,12.9,13.9,14.7,12.9,11.6,23,31,15,20,114,11,0%,0.0,0%,0.0,0%,0.0,0%,0.99,58%,"62,875",1%,50%,15%,35%,16.2,17.6,17.7,17.2,13.7,31,38,20,25,114,12,0%,0.0,0%,0.0,0%,0.0,0%,1.01,56%,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cauldron,Cauldron,Hinterlands,"3,711",0%,21%,33%,46%,13.9,15.2,16.2,14.5,12.4,20,28,12,17,114,12,2%,1.1,55%,1.2,56%,1.1,53%,0.93,59%,"115,672",0%,42%,23%,35%,16.8,18.3,18.6,17.6,14.0,30,36,19,24,113,12,1%,1.0,47%,1.0,48%,0.9,46%,0.94,56%,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavalry,Cavalry,Menagerie,"4,458",2%,22%,28%,49%,12.9,14.2,15.5,13.2,11.5,22,30,14,19,121,13,38%,2.4,79%,2.5,80%,2.4,79%,1.01,59%,"118,259",0%,45%,17%,38%,16.1,17.7,17.9,17.1,13.5,31,38,20,26,122,13,16%,1.8,72%,1.8,72%,1.8,71%,0.96,56%,4,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cave Dwellers,Cave Dwellers,Allies,"1,843",0%,29%,23%,48%,13.4,14.7,15.2,14.0,11.9,25,33,16,22,126,13,0%,0.0,0%,0.0,0%,0.0,0%,1.01,58%,"51,513",0%,49%,15%,36%,16.0,17.5,17.5,17.4,13.5,31,38,20,26,123,13,0%,0.0,0%,0.0,0%,0.0,0%,0.98,56%,-,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cellar,Cellar,Base,"4,654",0%,30%,24%,46%,13.9,15.2,15.7,14.5,12.5,25,33,16,22,118,12,2%,0.9,50%,0.9,51%,0.8,49%,0.93,59%,"1,123,890",0%,52%,18%,30%,17.4,18.6,18.3,19.6,14.5,29,35,20,24,108,10,4%,1.4,70%,1.5,70%,1.4,70%,0.76,56%,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cemetery,Cemetery,Nocturne,"4,426",0%,29%,25%,46%,13.3,14.6,15.3,13.8,11.8,25,34,16,23,113,12,15%,0.9,49%,0.9,49%,0.9,49%,0.99,58%,"120,889",0%,49%,15%,36%,16.3,17.8,17.9,17.5,13.6,33,40,22,28,116,13,8%,0.9,49%,0.9,49%,0.9,49%,0.98,56%,4,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,1,1,1,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0.5,0,0,0,0,0,0
Haunted Mirror,Cemetery,Nocturne,"4,426",0%,29%,25%,46%,13.3,14.6,15.3,13.8,11.8,25,34,16,23,113,12,0%,0.2,25%,0.2,23%,0.3,26%,0.99,58%,"120,889",0%,49%,15%,36%,16.3,17.8,17.9,17.5,13.6,33,40,22,28,116,13,0%,0.3,28%,0.3,27%,0.3,29%,0.98,56%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Changeling,Changeling,Nocturne,"4,341",1%,25%,28%,47%,13.6,14.9,16.0,13.9,12.1,23,31,15,21,120,12,15%,0.4,22%,0.4,22%,0.4,22%,0.95,59%,"114,739",2%,47%,17%,36%,16.4,17.9,18.1,17.5,13.7,31,38,20,26,120,12,5%,0.2,15%,0.2,15%,0.2,16%,0.90,56%,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chapel,Chapel,Base,"4,647",2%,35%,20%,45%,13.2,14.5,15.0,13.7,11.7,25,34,16,22,108,11,1%,0.6,56%,0.6,55%,0.6,57%,1.01,60%,"1,122,281",1%,56%,13%,31%,16.7,17.9,17.8,18.6,14.0,29,35,19,23,101,10,0%,0.7,67%,0.7,66%,0.7,67%,0.86,56%,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chariot Race,Chariot Race,Empires,"4,491",5%,25%,27%,48%,14.0,15.2,16.1,14.5,12.6,28,37,18,24,118,12,40%,3.2,83%,3.2,83%,3.1,84%,0.91,61%,"160,829",1%,46%,18%,37%,16.8,18.3,18.4,17.9,14.2,37,44,24,30,115,12,50%,3.7,91%,3.8,91%,3.6,91%,0.94,57%,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Charlatan,Charlatan,Prosperity,"4,119",0%,29%,28%,43%,14.5,15.9,16.8,14.9,12.7,25,32,15,21,110,11,0%,0.9,59%,0.9,59%,0.9,59%,0.87,59%,"146,637",0%,50%,19%,31%,17.3,18.7,18.9,18.3,14.3,32,38,21,26,106,11,0%,1.0,68%,1.0,69%,1.0,67%,0.85,56%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charm,Charm,Empires,"4,537",0%,26%,29%,45%,13.9,15.1,15.9,14.4,12.4,24,32,16,21,120,12,6%,1.2,53%,1.3,53%,1.2,53%,0.96,57%,"125,836",0%,48%,18%,35%,16.7,18.1,18.2,17.8,14.0,32,39,21,27,118,12,2%,0.9,51%,1.0,52%,0.9,50%,0.95,56%,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Church,Church,Promo,"4,585",0%,35%,20%,45%,13.8,14.9,15.5,14.0,12.5,26,34,16,22,121,13,2%,1.5,79%,1.5,79%,1.5,79%,1.10,59%,"160,952",0%,54%,12%,33%,16.7,18.0,18.0,18.0,14.1,32,39,22,27,115,12,1%,1.1,66%,1.1,66%,1.1,65%,1.00,56%,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Circle of Witches,Circle of Witches,Allies,"1,850",0%,24%,27%,49%,14.3,16.0,16.6,15.4,12.6,21,30,13,19,117,12,0%,0.0,0%,0.0,0%,0.0,0%,0.95,59%,"52,236",0%,43%,21%,36%,17.4,19.0,19.1,18.7,14.5,29,36,19,24,119,13,0%,0.0,0%,0.0,0%,0.0,0%,0.96,57%,-,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citadel,Citadel,Renaissance,"2,359",3%,29%,22%,49%,13.4,14.7,15.1,14.2,12.0,24,33,15,21,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.88,60%,"66,122",0%,50%,13%,38%,15.7,17.1,17.1,16.9,13.5,31,38,19,25,112,12,0%,0.0,0%,0.0,0%,0.0,0%,0.91,57%,8,5,1,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
City,City,Prosperity,"4,595",0%,21%,31%,48%,13.4,14.6,15.6,13.9,12.2,22,30,13,19,116,12,34%,2.9,77%,3.0,79%,2.7,76%,1.03,60%,"155,703",0%,46%,20%,34%,16.4,17.7,18.2,16.4,14.0,32,39,20,25,116,12,40%,3.1,81%,3.2,81%,3.0,80%,0.99,56%,5,5,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
City Gate,City Gate,Renaissance,"2,499",1%,31%,23%,46%,13.8,15.0,15.7,14.0,12.4,25,33,16,22,124,13,0%,0.0,0%,0.0,0%,0.0,0%,0.99,58%,"65,786",1%,49%,15%,36%,16.4,17.8,17.9,17.7,13.8,31,38,20,26,121,13,0%,0.0,0%,0.0,0%,0.0,0%,0.97,56%,3,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Quarter,City Quarter,Empires,"4,433",0%,21%,24%,55%,13.2,14.3,15.1,13.5,12.3,20,30,12,18,118,12,15%,2.4,78%,2.4,78%,2.3,78%,1.14,58%,"118,191",0%,43%,14%,42%,16.2,17.8,18.0,17.2,14.0,30,39,18,25,120,13,9%,1.9,71%,2.0,72%,1.9,71%,1.04,56%,8D,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City-state,City-state,Allies,"1,919",0%,27%,26%,47%,13.4,14.8,15.5,14.0,11.9,23,31,15,21,120,13,0%,0.0,0%,0.0,0%,0.0,0%,1.12,58%,"52,305",0%,48%,16%,36%,16.4,17.9,18.0,17.6,13.6,31,38,20,26,117,13,0%,0.0,0%,0.0,0%,0.0,0%,1.00,56%,-,0,1,0,0,0,0,1,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
